Id,SalePrice
1461,118986.375497
1462,150374.748802
1463,180608.991683
1464,198033.296763
1465,190728.093801
1466,171805.002593
1467,181239.000788
1468,166743.961357
1469,185591.84006
1470,123251.940034
1471,188125.493225
1472,99839.6658479
1473,97917.3424179
1474,148922.602007
1475,116607.803088
1476,356800.622368
1477,250158.14203
1478,294644.699919
1479,286795.340065
1480,492655.220318
1481,319673.552538
1482,212391.714847
1483,171474.800105
1484,166979.668687
1485,188737.765038
1486,193930.057051
1487,340238.279854
1488,234935.020033
1489,197416.63447
1490,234280.941278
1491,190746.783608
1492,91273.1607067
1493,192455.33806
1494,286458.677336
1495,278804.338122
1496,243230.239387
1497,174260.191098
1498,168246.573427
1499,160221.332774
1500,160168.042365
1501,176066.533414
1502,154612.63954
1503,286012.294985
1504,244537.5844
1505,228726.789206
1506,189970.267837
1507,248005.87631
1508,189749.253707
1509,161673.60793
1510,146019.797865
1511,148446.729483
1512,172986.487399
1513,148735.530233
1514,144099.050422
1515,188513.641581
1516,145319.901501
1517,163603.538424
1518,131513.326238
1519,221109.087415
1520,131187.60244
1521,130849.598647
1522,173117.710079
1523,112087.941268
1524,119415.748258
1525,120043.882948
1526,110731.53717
1527,107145.985875
1528,134894.170055
1529,147375.533632
1530,188795.177973
1531,113093.443194
1532,98349.7277048
1533,143103.410607
1534,122071.012878
1535,140099.487755
1536,109794.34834
1537,67141.5565269
1538,145595.974402
1539,190588.026082
1540,93444.7170535
1541,135088.962759
1542,134155.451789
1543,187611.302301
1544,84694.5803327
1545,110280.497971
1546,133176.762392
1547,129881.485064
1548,136564.568285
1549,121255.298666
1550,136965.464237
1551,109011.918384
1552,142326.766775
1553,139802.290227
1554,119931.130227
1555,154388.760022
1556,88369.6747609
1557,97170.6878487
1558,100742.379828
1559,71299.9595219
1560,132311.093992
1561,122823.027551
1562,131013.930897
1563,122507.926776
1564,152907.450747
1565,146138.044975
1566,232161.24449
1567,78020.7483752
1568,232348.621171
1569,129681.603603
1570,141584.005412
1571,116673.313329
1572,138869.394981
1573,221621.183736
1574,115822.130671
1575,223000.26859
1576,256823.750816
1577,191349.635334
1578,145958.025977
1579,141556.545241
1580,193343.739443
1581,156459.710598
1582,129712.453927
1583,305622.565605
1584,225910.78786
1585,139609.701317
1586,73283.0317305
1587,100744.614327
1588,154474.947697
1589,94744.0197571
1590,128999.930093
1591,90747.2954905
1592,114875.656138
1593,129310.363531
1594,130938.508144
1595,110796.896247
1596,229773.597386
1597,194926.321777
1598,213883.717111
1599,170121.998145
1600,167027.356941
1601,68093.2100372
1602,116812.364797
1603,75707.5583921
1604,260540.278154
1605,241072.190108
1606,166679.455734
1607,169809.313679
1608,218876.053883
1609,183295.017212
1610,154090.512571
1611,137588.711037
1612,168812.464526
1613,169194.955079
1614,125326.702451
1615,90705.5074166
1616,76752.3259268
1617,92807.2624801
1618,125271.064587
1619,145720.695441
1620,165032.022447
1621,135431.251036
1622,146059.826557
1623,262866.785681
1624,205344.893626
1625,118876.945679
1626,166213.782721
1627,186848.256477
1628,280065.60552
1629,182852.128429
1630,336597.219231
1631,215207.715303
1632,230390.179747
1633,178849.599423
1634,188041.160122
1635,178939.91514
1636,157641.51158
1637,196399.621753
1638,182237.000021
1639,189301.962325
1640,253545.86283
1641,176487.654357
1642,238106.068496
1643,215719.311747
1644,233986.924195
1645,203267.663047
1646,162035.685186
1647,156629.360583
1648,132362.294257
1649,142720.244977
1650,118229.73831
1651,123148.429584
1652,98846.8835607
1653,101111.532187
1654,147828.059127
1655,138193.605004
1656,143142.912543
1657,149736.307172
1658,148277.36539
1659,125092.22855
1660,159390.762479
1661,422527.725802
1662,390790.052632
1663,375271.983774
1664,447820.481208
1665,311140.156619
1666,317010.029005
1667,380961.945447
1668,343611.214708
1669,302004.123137
1670,349723.436911
1671,255697.652504
1672,429461.241393
1673,296149.580812
1674,245660.145208
1675,191602.282721
1676,195133.45708
1677,220541.677941
1678,444514.663885
1679,383887.302317
1680,329187.205039
1681,249384.000798
1682,312097.361805
1683,185322.851566
1684,173619.032933
1685,173273.028657
1686,173511.128224
1687,171142.116679
1688,188010.721108
1689,198642.803699
1690,196898.248831
1691,191017.497838
1692,270183.462484
1693,168206.491487
1694,186559.093415
1695,170403.224992
1696,269019.098278
1697,175879.990733
1698,350931.938603
1699,321587.675799
1700,255569.944518
1701,265314.778822
1702,243328.186533
1703,244575.175513
1704,274123.843502
1705,238837.022031
1706,406550.892569
1707,213406.793875
1708,212395.885453
1709,272106.904928
1710,224319.900151
1711,273086.131416
1712,250673.115892
1713,276706.003284
1714,221559.968107
1715,210787.6472
1716,181226.271423
1717,177817.878991
1718,132586.546265
1719,198264.059489
1720,241020.562302
1721,163791.898246
1722,122956.892539
1723,155279.158832
1724,203573.680124
1725,240319.465065
1726,188954.813203
1727,152483.875634
1728,171266.097642
1729,169736.944985
1730,164952.714422
1731,123687.805612
1732,131109.781583
1733,116357.645228
1734,123815.412477
1735,128749.756352
1736,115944.840239
1737,300253.752131
1738,235195.223025
1739,250743.775493
1740,216559.871036
1741,193935.510228
1742,171818.125643
1743,179514.597815
1744,305639.921492
1745,209341.401074
1746,178649.888084
1747,209845.608899
1748,229438.811085
1749,147948.114732
1750,124316.486404
1751,247323.903456
1752,119695.67833
1753,146623.296661
1754,191659.042316
1755,162190.165426
1756,131416.774393
1757,123251.492097
1758,148256.073788
1759,156109.365486
1760,165763.955718
1761,140153.718726
1762,181508.299191
1763,173564.962315
1764,115988.456026
1765,150793.275
1766,183777.078406
1767,217314.553755
1768,144586.906454
1769,170526.653827
1770,155607.615954
1771,124220.164776
1772,131079.334093
1773,131473.318883
1774,139328.025263
1775,145518.423408
1776,128925.878
1777,113681.763262
1778,140565.690089
1779,122909.01918
1780,175822.741665
1781,125421.775001
1782,91224.8810932
1783,145703.823661
1784,107668.592378
1785,121899.944748
1786,146276.063614
1787,159347.43933
1788,62562.2890268
1789,100304.371765
1790,82066.5371366
1791,192432.200915
1792,155842.230123
1793,128982.130933
1794,157880.838603
1795,129370.554513
1796,130035.137359
1797,118652.789564
1798,122554.986121
1799,113239.318383
1800,130030.705182
1801,127415.62208
1802,134080.585467
1803,147269.208862
1804,141033.123148
1805,135345.536662
1806,124502.219178
1807,132295.322664
1808,121697.198297
1809,117563.882599
1810,141716.786004
1811,88177.8364766
1812,95719.4407461
1813,124693.404536
1814,102130.890582
1815,55517.4730988
1816,102083.866307
1817,109369.057138
1818,141948.569911
1819,125762.88605
1820,57205.8516891
1821,115715.751734
1822,152932.499002
1823,46794.2230755
1824,129459.264169
1825,138692.021445
1826,106617.541223
1827,101578.049767
1828,133916.44184
1829,124850.825146
1830,140545.698089
1831,140155.59317
1832,81225.7382806
1833,140845.238995
1834,120290.490214
1835,117621.167335
1836,118375.040826
1837,85973.8522188
1838,121212.408476
1839,106127.9895
1840,154674.525039
1841,133416.634521
1842,90313.2420393
1843,130283.404929
1844,142652.298339
1845,140203.585307
1846,151896.350554
1847,160669.620296
1848,57335.5913049
1849,112229.888154
1850,117771.816695
1851,143548.885765
1852,123502.405856
1853,127368.04383
1854,162691.009326
1855,144118.453777
1856,221060.768198
1857,139583.813022
1858,141095.734042
1859,121769.298666
1860,149969.408086
1861,121377.523746
1862,327303.910122
1863,307557.346177
1864,307593.980653
1865,335753.345734
1866,337986.71866
1867,234073.448873
1868,283847.966455
1869,208378.762386
1870,227733.459018
1871,260291.608491
1872,171716.02317
1873,229785.32397
1874,148650.583886
1875,192710.302094
1876,199934.435994
1877,209017.937116
1878,207399.218109
1879,130554.150264
1880,135187.423773
1881,242837.526991
1882,241930.348337
1883,188362.080066
1884,204900.797409
1885,227863.329087
1886,285776.811343
1887,208408.752471
1888,264352.583847
1889,163426.088411
1890,120455.801667
1891,131663.437746
1892,97090.4421035
1893,125259.438688
1894,120515.175822
1895,129502.657374
1896,123530.487625
1897,117969.910192
1898,110870.387306
1899,165785.105683
1900,154102.260805
1901,170786.524361
1902,145050.859384
1903,232155.711889
1904,144889.158479
1905,199176.729857
1906,146742.269196
1907,191775.525875
1908,115589.498112
1909,137680.770392
1910,122506.637517
1911,223354.964057
1912,311213.35482
1913,144110.455678
1914,58734.5464197
1915,309391.462099
1916,63919.7156128
1917,242403.82091
1918,140876.578026
1919,169674.644572
1920,148585.914667
1921,374872.618971
1922,311987.612038
1923,223540.027288
1924,218462.536952
1925,195153.093288
1926,374001.159351
1927,131715.893613
1928,156155.776448
1929,123037.40015
1930,131775.85989
1931,140575.889348
1932,138326.561487
1933,187770.727271
1934,178475.474305
1935,173301.331872
1936,191319.636081
1937,180749.405422
1938,173632.11234
1939,235738.995453
1940,189436.615496
1941,172846.392019
1942,182872.279053
1943,215710.347064
1944,382198.401114
1945,402216.116652
1946,140369.032689
1947,326072.183746
1948,168029.394279
1949,242540.921138
1950,187169.016427
1951,234235.868209
1952,202314.192708
1953,168516.718702
1954,182050.953615
1955,136554.277985
1956,307867.597826
1957,153651.14512
1958,311870.34455
1959,145038.776075
1960,115838.326957
1961,127636.725334
1962,98250.5759912
1963,106476.761872
1964,108600.642799
1965,148528.79374
1966,138294.654577
1967,291047.822079
1968,431276.349822
1969,391535.201303
1970,431015.056992
1971,464147.428561
1972,366431.286624
1973,278485.895828
1974,335331.591995
1975,470755.388323
1976,270935.421255
1977,360852.731351
1978,356624.720694
1979,321064.016457
1980,197169.208758
1981,330925.648887
1982,225960.705771
1983,212963.201502
1984,167545.217312
1985,231455.474922
1986,210737.778155
1987,184642.510331
1988,177111.018731
1989,191658.80637
1990,214871.784297
1991,238379.344268
1992,215383.260287
1993,169778.419247
1994,225696.97252
1995,182415.076843
1996,251820.769388
1997,312789.508131
1998,309508.84148
1999,280481.824431
2000,320962.753559
2001,275798.116623
2002,240045.954651
2003,250906.664995
2004,275150.283903
2005,217238.298037
2006,229100.275223
2007,247505.847323
2008,218362.891027
2009,198982.231831
2010,191221.307209
2011,138322.679353
2012,176588.370891
2013,180587.72581
2014,183530.844584
2015,202354.298869
2016,194769.320983
2017,195540.697058
2018,124127.153334
2019,133734.271235
2020,105776.140297
2021,106798.697113
2022,173364.409107
2023,140101.134303
2024,279150.945822
2025,345366.640295
2026,176336.096167
2027,164681.682799
2028,150157.424387
2029,172272.167694
2030,264561.878105
2031,233083.730491
2032,251754.370209
2033,251420.959138
2034,172564.021019
2035,218915.777631
2036,194699.89338
2037,199441.962608
2038,313490.375696
2039,222441.908139
2040,273198.504898
2041,280163.251299
2042,207011.335445
2043,174265.223039
2044,168302.586838
2045,212511.339666
2046,141555.751932
2047,144447.76051
2048,144949.067401
2049,141125.036621
2050,174533.732581
2051,108987.00655
2052,127090.770233
2053,148827.528932
2054,91113.0186325
2055,152528.692676
2056,146570.381194
2057,115692.317804
2058,214737.94302
2059,132738.679247
2060,172353.582877
2061,171764.501048
2062,127805.603746
2063,118224.442164
2064,138108.899432
2065,114808.052022
2066,165116.988436
2067,119260.227187
2068,137475.014364
2069,85251.622652
2070,116561.961732
2071,100995.131025
2072,132344.692399
2073,134152.239666
2074,183376.283315
2075,148275.207388
2076,121527.238732
2077,153454.690979
2078,126374.864521
2079,133554.541382
2080,117367.768089
2081,125791.554284
2082,118042.612576
2083,145053.32195
2084,113000.10261
2085,120362.677959
2086,116359.766772
2087,119981.657723
2088,93600.3394213
2089,84041.1842695
2090,127354.786253
2091,110838.837665
2092,124260.666973
2093,109099.116789
2094,108360.875944
2095,147084.984445
2096,83632.677094
2097,97256.4964392
2098,141795.440839
2099,58901.1323115
2100,77868.5754432
2101,112893.5346
2102,125516.594934
2103,106207.438099
2104,136186.325076
2105,125563.176439
2106,65329.3245377
2107,191817.193888
2108,114502.068047
2109,108710.94428
2110,124901.924653
2111,132457.156916
2112,139907.22902
2113,119397.198181
2114,115432.007858
2115,157153.517143
2116,116209.960923
2117,147401.864408
2118,127558.062373
2119,108782.493615
2120,118210.662567
2121,94641.7395472
2122,113460.243875
2123,90974.9576677
2124,154302.985271
2125,122068.233638
2126,147968.275356
2127,158638.428071
2128,127986.372677
2129,97329.4894311
2130,135013.672137
2131,142488.533044
2132,112071.464856
2133,122092.04872
2134,125462.5492
2135,98639.3099834
2136,76168.6167555
2137,110177.821017
2138,128634.783926
2139,150321.071079
2140,141601.690717
2141,160255.786979
2142,128799.012737
2143,148581.633955
2144,115384.256099
2145,139611.708387
2146,164865.440344
2147,132647.228732
2148,138980.223489
2149,153385.920387
2150,229742.084988
2151,113212.05228
2152,156336.824258
2153,169343.287714
2154,103273.573136
2155,137596.306038
2156,256291.079648
2157,228233.182164
2158,238883.14513
2159,202060.685655
2160,174013.1004
2161,238873.381427
2162,374542.632654
2163,338758.750994
2164,243930.039799
2165,203877.287321
2166,157915.947615
2167,217634.752652
2168,193845.700794
2169,195481.423696
2170,218611.49596
2171,157071.333955
2172,132377.749431
2173,173654.676355
2174,219737.055675
2175,285953.362564
2176,316295.502608
2177,239063.679123
2178,204981.788247
2179,140168.344435
2180,208688.815837
2181,190793.664076
2182,221991.780907
2183,192662.888133
2184,120841.434742
2185,120917.189897
2186,143109.424818
2187,152068.06074
2188,153208.678675
2189,251112.939403
2190,81371.4847286
2191,80059.618419
2192,86403.7580821
2193,106320.213076
2194,104883.963284
2195,104872.346027
2196,98772.8103473
2197,119614.59015
2198,158564.348473
2199,188707.162023
2200,147032.460067
2201,146254.360713
2202,215190.887524
2203,141355.59158
2204,178151.240894
2205,116198.166567
2206,139351.40731
2207,224610.731173
2208,258539.927296
2209,229807.155853
2210,127140.701552
2211,117125.720405
2212,120210.15416
2213,105452.29987
2214,131701.734988
2215,104133.187738
2216,144759.499006
2217,66979.8951592
2218,71279.1269344
2219,67550.7865957
2220,65978.675263
2221,310139.400557
2222,272887.037445
2223,288670.124456
2224,212804.494272
2225,126627.688699
2226,181071.072507
2227,198720.944269
2228,266992.789239
2229,238850.791067
2230,154643.892995
2231,209137.035082
2232,186377.539631
2233,169363.077018
2234,240053.695736
2235,221722.134926
2236,246464.045318
2237,316402.008648
2238,201235.637939
2239,105041.825701
2240,157004.717814
2241,150777.999226
2242,122544.472366
2243,127509.459576
2244,100321.122808
2245,100252.358942
2246,140252.756967
2247,114875.458138
2248,126611.683352
2249,123745.215555
2250,132697.102105
2251,107039.535491
2252,174278.852894
2253,158523.759715
2254,182724.673581
2255,187809.704152
2256,178005.594392
2257,214725.473181
2258,163348.736567
2259,180331.45311
2260,155527.084389
2261,194525.539445
2262,207711.188264
2263,387782.280398
2264,469216.047038
2265,160386.235945
2266,306132.042486
2267,350293.161445
